нули,время,давление
0,0,5.16146e+06
0,2000.96,4.9332e+06
0,3925.08,4.89694e+06
0,5760.89,5.01746e+06
0,7673.63,5.09448e+06
0,9773.52,4.92062e+06
0,11636.2,4.89655e+06
0,13468.7,4.82346e+06
